year,ahe,bachelor,female,age
2012,23.504274,1,1,33
2012,42.307693,1,0,32
2012,16.826923,0,1,31
2012,10.989011,0,1,32
2012,6.25,1,1,27
2012,28.846153,0,0,34
2012,16.826923,1,1,26
2012,32.932693,1,1,32
2012,13.186813,1,1,26
2012,12.019231,1,0,34
2012,11.332417,1,1,25
2012,18.531469,0,1,31
2012,18.26923,0,0,30
2012,9.1346149,0,1,29
2012,23.317308,1,1,32
2012,33.653847,1,0,34
2012,26.51923,1,0,32
2012,34.903847,1,1,32
2012,11.057693,0,1,32
2012,28.846153,1,1,31
2012,10.433173,1,0,30
2012,24.038462,1,0,32
2012,19.711538,0,0,30
2012,13.461538,0,1,33
2012,32.051281,1,1,33
2012,13.888889,1,0,32
2012,26.923077,1,1,32
2012,25.641026,0,1,31
2012,14.423077,1,0,33
2012,12.980769,1,0,26
2012,11.538462,1,1,28
2012,13.461538,0,0,31
2012,11.538462,0,1,25
2012,15.384615,0,0,30
2012,17.788462,1,1,33
2012,16.239317,0,0,29
2012,17,1,0,25
2012,28.044872,1,0,33
2012,20.192308,0,1,34
2012,11.965812,0,0,31
2012,17.788462,0,0,30
2012,14.903846,0,0,33
2012,13.461538,1,1,33
2012,38.46154,1,0,33
2012,33.846153,1,0,33
2012,33.846153,1,0,33
2012,18.5,0,0,32
2012,10.052447,0,0,34
2012,28.26923,1,1,34
2012,16.5,0,0,32
2012,14.423077,0,0,25
2012,19.677996,1,1,32
2012,27.884615,1,0,34
2012,21.538462,0,0,29
2012,40.064102,1,1,32
2012,15.384615,0,0,25
2012,13.076923,1,1,33
2012,15.384615,1,0,28
2012,13.461538,1,1,31
2012,27.243589,1,0,32
2012,35.096153,1,0,31
2012,20.192308,0,1,30
2012,12.980769,0,1,30
2012,17.788462,0,1,30
2012,15.384615,0,0,28
2012,8.7912092,0,1,28
2012,5.7692308,0,1,31
2012,24.621212,0,0,34
2012,11.538462,1,0,32
2012,14.423077,1,1,30
2012,24.038462,0,0,31
2012,12.019231,0,0,25
2012,4.3956046,0,1,32
2012,13.461538,0,0,32
2012,17.307692,0,0,32
2012,24.038462,1,1,32
2012,11.538462,0,1,31
2012,11.735577,1,1,31
2012,23,1,0,30
2012,9.6153851,1,1,29
2012,14.903846,0,1,30
2012,14.903846,0,1,28
2012,20.512821,1,0,26
2012,16.483517,0,0,26
2012,14.423077,1,0,28
2012,11.538462,1,0,33
2012,12.020192,0,0,25
2012,37.150349,0,0,31
2012,10.096154,1,1,29
2012,19.23077,1,0,32
2012,28.365385,1,1,31
2012,18.75,0,0,27
2012,13.461538,1,1,33
2012,20.192308,0,0,33
2012,23.076923,1,1,29
2012,22.115385,1,0,34
2012,25,1,0,33
2012,16.538462,1,0,31
2012,10.576923,1,1,33
2012,18.131868,0,1,32
2012,34.615383,1,0,29
2012,19.711538,1,0,31
2012,12.449392,0,0,30
2012,19.23077,1,1,29
2012,13.461538,1,1,32
2012,19.23077,0,1,26
2012,13.581319,0,1,26
2012,19.711538,0,0,31
2012,17.789423,1,1,28
2012,28.846153,1,0,32
2012,48.076923,1,1,34
2012,18.75,0,1,30
2012,55.28846,0,0,32
2012,15.811966,1,0,31
2012,17.788462,1,1,30
2012,13.461538,1,0,26
2012,16.15,1,0,29
2012,41.092308,0,0,34
2012,16.298077,1,1,29
2012,5,0,0,31
2012,35.839161,0,0,27
2012,27.884615,1,1,33
2012,23.076923,1,0,30
2012,25.510439,0,0,34
2012,24.038462,1,0,28
2012,29.567308,1,1,27
2012,5.7823129,1,1,25
2012,24.038462,1,0,33
2012,9.6163464,0,0,30
2012,17.788462,0,0,29
2012,16.347115,1,0,25
2012,13.986713,1,1,27
2012,22.527473,1,1,30
2012,12.307693,1,0,31
2012,15.384615,0,0,27
2012,19.23077,1,0,27
2012,44.567307,1,0,32
2012,31.25,1,1,30
2012,20.192308,1,0,30
2012,72.115387,1,0,34
2012,21.233974,1,1,33
2012,35.096153,1,0,33
2012,19.692308,0,1,31
2012,27.403847,1,1,32
2012,15.865385,1,1,25
2012,33.653847,1,0,33
2012,38.46154,1,1,29
2012,35.256409,1,1,28
2012,36.057693,1,1,33
2012,15.934066,0,0,28
2012,25,1,0,26
2012,24.51923,1,1,28
2012,28.846153,1,0,25
2012,24.038462,1,0,31
2012,19.711538,1,1,27
2012,22.596153,1,0,30
2012,21.367521,1,0,34
2012,37.5,1,1,28
2012,30,1,0,32
2012,12.019231,0,0,32
2012,30,1,0,31
2012,39.56044,1,0,34
2012,17.259615,1,1,28
2012,15.384615,1,1,25
2012,16.836735,1,1,27
2012,26.442308,1,0,32
2012,22.596153,1,1,27
2012,42.78846,1,1,34
2012,8.1730766,0,1,29
2012,28.427778,1,1,29
2012,28.846153,1,0,31
2012,28.846153,1,0,26
2012,36.057693,1,0,28
2012,16.826923,1,1,31
2012,33.653847,1,1,30
2012,23.076923,1,0,33
2012,28.846153,1,1,26
2012,5.75,1,1,25
2012,23.648649,1,1,29
2012,10.096154,0,1,34
2012,13.556923,1,1,25
2012,23.023077,1,0,25
2012,9.5512819,0,0,26
2012,15.384615,0,1,34
2012,20.192308,1,0,34
2012,21.634615,1,1,33
2012,40.865383,1,1,31
2012,38.46154,1,1,33
2012,23.869711,1,1,30
2012,15.384615,1,1,25
2012,17.788462,0,0,30
2012,37.5,1,1,33
2012,28.846153,1,0,27
2012,35.576923,1,0,30
2012,32.478634,1,0,31
2012,25,1,0,30
2012,5.7692308,0,0,25
2012,36.057693,0,0,28
2012,10.62753,0,0,28
2012,35.576923,1,0,28
2012,36.057693,1,1,29
2012,15.384615,0,1,32
2012,16.490385,1,0,31
2012,9.6153851,0,0,33
2012,23.931623,1,0,31
2012,13.461538,1,1,31
2012,28.846153,1,0,28
2012,21.367521,0,0,33
2012,25,1,1,29
2012,22.596153,1,0,28
2012,25,1,0,31
2012,28.846153,1,0,30
2012,16.346153,1,1,26
2012,25.240385,1,0,27
2012,28.846153,1,1,27
2012,28.846153,1,0,27
2012,18.803419,1,1,29
2012,38.46154,1,0,30
2012,25,0,0,33
2012,20.192308,0,1,30
2012,12.237762,1,0,33
2012,16.826923,1,0,27
2012,37.393162,1,1,28
2012,12.237762,1,0,25
2012,20.192308,1,0,25
2012,10.336538,1,1,27
2012,16.826923,1,0,28
2012,57.692307,1,0,34
2012,23.908524,1,1,34
2012,14.423077,0,1,28
2012,10.82967,0,0,31
2012,15.064102,1,0,27
2012,24.038462,1,1,27
2012,27.692308,1,1,28
2012,13.461538,1,0,30
2012,27.777779,0,0,31
2012,28.113554,1,0,33
2012,29.326923,1,1,34
2012,17.788462,0,0,32
2012,14.711538,1,1,33
2012,26.442308,0,1,33
2012,19.23077,1,1,29
2012,15.384615,1,1,34
2012,8.7412586,1,1,30
2012,14.423077,0,0,26
2012,14.326923,1,1,32
2012,16.826923,1,0,32
2012,23.076923,0,0,32
2012,38.46154,1,0,33
2012,18.509615,1,0,25
2012,28.846153,1,1,29
2012,28.846153,1,0,30
2012,6.9230771,0,0,28
2012,24.038462,1,1,32
2012,23.076923,1,0,31
2012,6.8376069,0,1,27
2012,25.961538,1,0,26
2012,18.162394,0,0,25
2012,15.625,1,1,25
2012,10.562901,1,1,25
2012,10.913462,1,0,26
2012,20,1,0,25
2012,12.820513,1,1,25
2012,31.25,1,0,31
2012,35.576923,1,1,29
2012,11.538462,0,1,33
2012,15.652951,0,0,26
2012,13.736263,0,1,30
2012,17.948717,0,0,33
2012,16.826923,1,1,33
2012,14.230769,1,1,28
2012,14.423077,0,0,32
2012,20.512821,1,1,34
2012,9.6153851,0,0,28
2012,6.7307692,0,0,27
2012,12.020192,0,1,27
2012,36.539425,1,0,33
2012,12.820513,0,0,29
2012,7.2115383,0,0,33
2012,11.153846,1,1,33
2012,12.019231,0,1,33
2012,7.6923075,0,0,34
2012,30.76923,1,0,29
2012,13.461538,0,1,31
2012,12.020192,0,0,32
2012,36.057693,0,0,28
2012,21.923077,0,0,27
2012,11.217949,0,0,29
2012,21.634615,0,0,25
2012,18.376068,1,0,27
2012,18.162394,1,0,33
2012,13.743589,1,0,31
2012,19.23077,1,0,28
2012,7.5440826,0,0,25
2012,20.384615,1,0,27
2012,15.865385,1,1,27
2012,8.1730766,0,1,27
2012,10.577885,0,0,32
2012,14.423077,0,1,29
2012,20.192308,1,0,27
2012,40.865383,1,1,28
2012,18.181818,1,0,34
2012,25,0,0,31
2012,16.826923,0,0,30
2012,13.942307,1,1,26
2012,21.634615,1,1,33
2012,27.777779,1,1,28
2012,22.53702,0,0,27
2012,12.5,0,0,30
2012,12.666667,0,0,32
2012,22.435898,0,1,30
2012,12.019231,1,1,26
2012,6.5865383,0,1,28
2012,34.188034,1,0,34
2012,40.865383,1,0,25
2012,13.461538,1,1,30
2012,24.038462,1,1,31
2012,20.192308,0,0,33
2012,18.870192,0,0,32
2012,29.380342,1,1,32
2012,19.23077,1,0,27
2012,24.038462,1,0,26
2012,25.48077,1,1,28
2012,26.442308,1,1,25
2012,22.115385,1,0,28
2012,17.307692,1,1,33
2012,20.192308,1,1,28
2012,19.23077,1,0,28
2012,24.038462,1,0,28
2012,10.416667,1,0,25
2012,20.71006,1,1,33
2012,28.461538,1,1,32
2012,18.147436,0,0,29
2012,20.833334,0,1,33
2012,14,0,0,27
2012,7.2115383,0,0,26
2012,13.942307,0,1,26
2012,6.7307692,0,1,34
2012,28.846153,1,0,34
2012,17.307692,1,1,32
2012,21.978022,1,1,28
2012,27.115385,1,1,29
2012,32.051281,1,0,28
2012,23.846153,1,0,33
2012,19.423077,1,1,29
2012,20.408163,1,0,25
2012,25,0,0,34
2012,17.948717,1,0,27
2012,14.792899,1,0,30
2012,19.23077,1,0,32
2012,3.8469231,0,1,28
2012,23.351648,1,0,31
2012,29.807692,1,1,29
2012,16.346153,0,1,26
2012,7.6923075,0,0,34
2012,17.094017,1,0,28
2012,34.134617,0,0,33
2012,22.222221,1,0,28
2012,29.807692,1,1,28
2012,7.6923075,1,1,34
2012,16.483517,0,0,28
2012,18.26923,1,1,25
2012,13.888889,1,0,33
2012,24.038462,1,0,25
2012,15.384615,1,0,25
2012,32.692307,0,0,33
2012,12.237762,1,1,29
2012,9.6153851,1,1,26
2012,13.461538,1,0,28
2012,30,0,0,27
2012,20.384615,1,0,26
2012,24.038462,1,0,34
2012,14.903846,1,1,31
2012,14.615385,1,0,31
2012,16.346153,1,1,30
2012,13.675214,1,0,33
2012,21.978022,1,1,32
2012,38.46154,1,0,29
2012,13.461538,1,1,26
2012,11.923077,0,0,27
2012,19.23077,0,0,31
2012,8.7912092,0,1,32
2012,21.678322,1,0,30
2012,14.957265,0,0,29
2012,10.256411,1,0,34
2012,13.846923,0,1,29
2012,13.736263,0,0,30
2012,12.019231,0,1,33
2012,25,1,1,33
2012,21.634615,0,0,27
2012,16.666666,1,0,30
2012,33.173077,0,0,31
2012,15.384615,0,0,25
2012,22.051283,1,0,25
2012,11.057693,1,0,25
2012,10.196078,1,1,26
2012,5.7172556,0,1,33
2012,13.461538,1,1,33
2012,21.853148,0,0,34
2012,9.6153851,0,0,26
2012,10.489511,0,0,31
2012,11.538462,0,0,29
2012,15.384615,1,1,26
2012,16.826923,1,0,25
2012,32.307693,1,0,30
2012,14.729951,0,0,32
2012,21.634615,1,0,30
2012,19.23077,1,1,32
2012,10.489511,0,0,30
2012,14.957265,0,0,28
2012,11.538462,0,1,26
2012,14.423077,0,1,28
2012,50,1,1,33
2012,16.826923,1,1,28
2012,38.46154,0,0,32
2012,7.7777777,0,0,25
2012,17.548077,1,1,30
2012,24.130037,1,0,33
2012,27.884615,0,0,31
2012,11.538462,0,1,30
2012,15.384615,0,0,30
2012,16.826923,1,0,32
2012,14.182693,1,0,33
2012,14.423077,1,1,33
2012,14.903846,0,1,25
2012,4,0,0,33
2012,16.826923,0,0,25
2012,5.2083335,0,0,26
2012,6.7307692,0,0,29
2012,17.361111,0,0,34
2012,12.5,0,0,33
2012,11.538462,0,0,28
2012,18.75,0,0,26
2012,15.865385,1,0,28
2012,13.942307,1,1,28
2012,43.26923,1,0,33
2012,16.634615,1,0,27
2012,6.7873302,0,0,27
2012,16.153847,0,1,26
2012,12.019231,0,1,28
2012,18.803419,1,0,33
2012,32.884617,1,1,34
2012,17.788462,0,0,30
2012,6.9230771,0,1,26
2012,39.903847,1,1,30
2012,16.826923,0,0,32
2012,36.153847,1,0,29
2012,11.538462,0,1,30
2012,28.846153,0,0,32
2012,21.233974,1,1,31
2012,9.1346149,0,1,32
2012,28.846153,1,0,25
2012,26.923077,1,0,28
2012,31.425892,1,0,34
2012,15.384615,1,0,29
2012,24.038462,1,0,26
2012,16.5,1,0,26
2012,24.038462,1,0,32
2012,28.846153,1,0,26
2012,13.736263,1,0,33
2012,17.307692,0,1,33
2012,19.23077,1,1,34
2012,16.346153,0,1,27
2012,14.125,1,0,33
2012,24.038462,1,0,28
2012,23.076923,0,1,34
2012,14.423077,1,1,28
2012,30.76923,1,0,31
2012,21.153847,1,0,34
2012,17.692308,1,1,26
2012,15.865385,1,0,28
2012,26.442308,1,0,26
2012,10.096154,0,1,34
2012,33.654808,0,0,31
2012,16.826923,0,1,25
2012,32.692307,1,0,28
2012,19.23077,1,1,31
2012,12.820513,1,0,31
2012,20.94017,1,0,33
2012,15.104167,0,0,32
2012,18.26923,1,1,27
2012,26.442308,1,1,28
2012,7.7777777,1,0,27
2012,21.794872,0,1,32
2012,24.038462,1,0,31
2012,11.578947,0,0,26
2012,13.111888,0,0,34
2012,21.634615,1,0,25
2012,9.4674559,1,0,29
2012,13.221154,0,0,28
2012,13.461538,1,1,30
2012,12.980769,0,0,26
2012,12.019231,0,0,25
2012,3.4615386,0,0,33
2012,26.442308,1,1,27
2012,36.057693,0,1,33
2012,6.0096154,0,0,33
2012,6.8047338,0,1,26
2012,9.6153851,0,1,28
2012,14.957265,1,0,32
2012,48.076923,1,1,31
2012,16.826923,0,0,31
2012,11,0,1,30
2012,43.076923,1,0,34
2012,17.307692,1,1,25
2012,10.576923,1,1,32
2012,30.76923,0,0,26
2012,13.736263,1,0,29
2012,12.980769,0,1,26
2012,13.461538,1,0,34
2012,14.423077,0,0,34
2012,12.980769,0,1,27
2012,22.5,0,0,25
2012,91.456024,0,0,28
2012,14.423077,0,0,30
2012,14.423077,0,0,32
2012,33.653847,1,1,34
2012,15.625,0,0,28
2012,24.038462,1,0,34
2012,16.346153,0,1,33
2012,14.423077,0,0,30
2012,19.23077,1,0,25
2012,16.483517,0,1,31
2012,26.709402,1,0,31
2012,35.576923,0,0,27
2012,17.788462,1,1,30
2012,18.498169,0,0,26
2012,9.6163464,0,1,27
2012,21.153847,0,1,31
2012,10.576923,0,1,30
2012,28.846153,1,0,27
2012,16.346153,0,0,30
2012,19.23077,0,0,30
2012,16.02564,0,1,33
2012,7.6923075,0,0,30
2012,17.788462,1,1,34
2012,11.539423,0,0,33
2012,9.6153851,0,1,26
2012,26.923077,0,0,28
2012,15.10989,0,0,33
2012,14.652015,1,1,31
2012,10.096154,0,1,28
2012,19.23077,0,0,31
2012,13.461538,0,0,30
2012,9.6153851,0,1,29
2012,26.442308,0,0,32
2012,16.02564,0,1,33
2012,14.423077,0,1,29
2012,34.615383,1,0,29
2012,45.673077,1,0,25
2012,17.307692,1,1,25
2012,20.673077,1,1,25
2012,7.2115383,0,1,28
2012,14.423077,1,0,27
2012,12.019231,1,1,25
2012,28.846153,0,0,34
2012,23.076923,1,1,29
2012,24.038462,0,0,28
2012,29.91453,1,0,26
2012,19.23077,1,0,25
2012,21.367521,1,0,29
2012,5.7692308,1,1,25
2012,16.666666,1,0,34
2012,19.711538,1,1,31
2012,7.2649574,0,0,33
2012,16.826923,1,1,28
2012,26.923077,1,0,30
2012,15.384615,0,1,32
2012,16.826923,0,0,29
2012,16.55983,1,1,34
2012,11.923077,1,0,34
2012,11.538462,0,0,31
2012,12.019231,0,1,34
2012,13.736263,0,1,28
2012,29.915384,1,0,33
2012,25.865385,0,0,32
2012,18.076923,1,1,31
2012,14.423077,0,0,28
2012,16.826923,1,0,28
2012,10.989011,0,1,28
2012,17.094017,1,0,29
2012,14.326923,0,0,28
2012,11.057693,1,1,33
2012,29.385683,1,1,32
2012,17.628204,1,1,27
2012,26.442308,1,0,29
2012,21.634615,1,1,26
2012,28.846153,1,0,34
2012,28.388279,1,0,27
2012,14.957265,0,0,31
2012,12.019231,1,1,33
2012,24.948025,0,0,27
2012,12.857142,1,0,34
2012,14,1,1,25
2012,12.5,0,0,26
2012,23.931623,1,1,33
2012,10.229133,1,0,34
2012,12.5,0,1,26
2012,12.980769,0,0,26
2012,27.243589,1,1,26
2012,19.711538,1,0,28
2012,31.25,1,0,32
2012,16.826923,1,0,31
2012,27.472527,1,1,31
2012,45.673077,1,0,30
2012,19.23077,1,1,30
2012,10.576923,0,1,26
2012,17.091347,1,0,34
2012,20.833334,1,0,26
2012,6.8274426,0,1,33
2012,15.384615,0,0,31
2012,10.096154,0,1,26
2012,31.25,1,0,28
2012,13.034616,1,1,27
2012,14.423077,0,0,30
2012,12.019231,0,1,32
2012,15.384615,1,1,30
2012,18.181818,1,0,30
2012,26.068377,1,0,27
2012,10.576923,0,0,26
2012,13.942307,0,0,25
2012,22.692308,1,0,31
2012,16.346153,0,1,34
2012,20.192308,1,0,29
2012,13.461538,1,1,29
2012,23.076923,1,0,32
2012,17.307692,0,0,28
2012,23.076923,0,0,34
2012,16.826923,1,1,27
2012,17.094017,1,0,25
2012,20.192308,0,0,25
2012,21.367521,1,1,29
2012,28.846153,1,0,29
2012,12.237762,0,0,34
2012,57.692307,1,0,30
2012,16.826923,1,1,32
2012,11.655012,1,0,25
2012,16.346153,1,0,33
2012,32.21154,1,1,33
2012,9.8039217,0,1,31
2012,10.695188,0,0,29
2012,38.60577,1,0,32
2012,26.153847,0,0,31
2012,9.6153851,1,1,33
2012,14.423077,0,0,32
2012,15.865385,1,1,32
2012,12,0,1,30
2012,11.538462,0,0,29
2012,13.846154,1,1,27
2012,36.057693,0,0,33
2012,17.789423,1,0,32
2012,16.346153,1,0,25
2012,10.576923,1,0,31
2012,10.576923,1,0,26
2012,22.435898,1,0,33
2012,14.903846,1,1,33
2012,13.461538,0,0,25
2012,13.461538,0,0,25
2012,72.115387,1,1,28
2012,4.2735043,1,1,33
2012,4.2735043,1,1,31
2012,9.6153851,0,0,28
2012,12.019231,0,1,30
2012,9.6634617,0,1,33
2012,11.182479,0,0,30
2012,9.1346149,1,0,33
2012,10.989011,0,0,26
2012,8.9031343,0,1,29
2012,17.094017,0,0,32
2012,9.1346149,0,1,32
2012,36.057693,1,0,32
2012,17.628204,0,1,32
2012,10.615385,0,0,25
2012,37.393162,1,1,25
2012,12.980769,1,1,25
2012,12.393163,0,0,27
2012,9.6153851,0,0,28
2012,12.307693,0,0,25
2012,14.423077,0,1,28
2012,10.096154,0,1,31
2012,16.826923,1,1,32
2012,16.826923,0,0,34
2012,36.094017,1,0,32
2012,25,0,1,29
2012,43.803417,1,0,33
2012,12.980769,1,0,26
2012,5.9523811,0,0,25
2012,13.004807,1,1,34
2012,15.865385,0,0,32
2012,15.865385,0,1,31
2012,26.041666,1,1,28
2012,21.449703,0,0,33
2012,16.826923,1,1,32
2012,12.692307,0,0,26
2012,19.038462,1,0,29
2012,16.666666,1,1,29
2012,12.307693,0,0,32
2012,18.26923,1,0,31
2012,14.423077,1,1,32
2012,15.384615,1,0,32
2012,11.122662,1,1,33
2012,14.423077,1,0,31
2012,19.23077,1,0,34
2012,7.6923075,0,0,32
2012,13.75,0,0,31
2012,25.961538,1,0,26
2012,39.903847,1,0,26
2012,14.792899,1,1,33
2012,11.057693,0,0,29
2012,14.903846,1,1,34
2012,21.634615,1,0,33
2012,15.384615,1,1,29
2012,31.25,1,0,32
2012,16.153847,0,0,34
2012,31.111111,1,1,34
2012,24.038462,1,1,34
2012,12.357693,0,0,31
2012,26.923077,1,1,30
2012,16.146589,1,0,28
2012,15.283401,1,1,27
2012,14.423077,1,1,34
2012,15.625,0,0,26
2012,11.188811,1,0,31
2012,9.6153851,0,0,34
2012,8.5177794,0,1,34
2012,12.254902,1,1,29
2012,15.230769,1,0,30
2012,8.6538458,1,1,33
2012,12.019231,0,0,28
2012,55.28846,1,0,27
2012,12.980769,1,1,28
2012,16.538462,1,1,28
2012,29.380342,1,1,32
2012,23.076923,0,0,32
2012,12.067307,1,1,25
2012,20.242914,1,0,32
2012,16.826923,0,1,34
2012,9.6153851,1,1,30
2012,33.422668,1,1,32
2012,42.307693,1,0,30
2012,20.979021,1,0,33
2012,38.46154,1,0,34
2012,7.5,0,1,34
2012,19.23077,1,1,33
2012,15.865385,0,0,31
2012,2.5,1,1,31
2012,11.153846,1,1,31
2012,33.653847,1,1,31
2012,12.019231,0,1,32
2012,7.6923075,0,0,30
2012,16.239317,0,0,32
2012,9.6153851,1,1,30
2012,7.796258,1,1,34
2012,13.75,0,0,34
2012,18.26923,0,1,33
2012,10.149572,0,1,34
2012,6.2509613,0,1,25
2012,21.634615,1,1,34
2012,14.423077,1,0,25
2012,19.764957,1,1,25
2012,24.038462,1,1,31
2012,18.461538,1,0,31
2012,14.903846,1,1,30
2012,18.803419,1,1,31
2012,14.663462,1,1,33
2012,18.75,1,1,33
2012,19.038462,1,0,33
2012,24.038462,1,1,30
2012,19.658119,0,0,29
2012,16.826923,0,0,29
2012,8.6538458,0,1,30
2012,12.019231,0,1,30
2012,26.442308,1,1,34
2012,7.6923075,1,1,31
2012,16.826923,0,1,32
2012,15.384615,0,0,25
2012,7.3717947,0,0,32
2012,7.3717947,0,0,29
2012,7.0512819,0,0,25
2012,5.7692308,0,1,34
2012,28.846153,1,1,32
2012,19.23077,0,1,27
2012,12.820513,0,0,32
2012,9.6153851,0,1,31
2012,12.980769,1,0,27
2012,28.571428,0,1,30
2012,6.9230771,0,1,33
2012,31.538462,0,0,34
2012,11.985689,0,0,30
2012,16.483517,1,0,33
2012,9.9358978,1,1,28
2012,9.6153851,1,1,31
2012,12.019231,0,1,34
2012,13.675214,1,1,29
2012,4.8076925,0,1,34
2012,12.01656,1,0,34
2012,20,0,0,34
2012,21.634615,1,0,34
2012,27.777779,1,0,32
2012,15.384615,0,0,32
2012,12.019231,0,1,31
2012,10,0,0,31
2012,9.6153851,0,1,27
2012,15.811966,1,0,31
2012,8.5470085,0,0,25
2012,29.807692,1,0,33
2012,15.811966,0,0,26
2012,17.307692,0,0,32
2012,10.096154,1,1,30
2012,17.094017,0,0,27
2012,11.752137,0,1,29
2012,13.354701,0,0,33
2012,10.096154,0,1,34
2012,21.709402,0,0,30
2012,14.423077,1,1,28
2012,39.743591,0,1,31
2012,19.23077,1,1,32
2012,8.5470085,1,0,30
2012,12.019231,1,1,27
2012,17.307692,0,1,30
2012,13.313609,1,0,33
2012,20,0,0,30
2012,21.153847,1,0,31
2012,15.525329,1,1,30
2012,48.076923,1,0,33
2012,29.91453,1,0,28
2012,11.263737,0,0,32
2012,31.25,1,1,32
2012,15.384615,1,1,28
2012,14.957265,0,0,30
2012,11.332417,1,1,27
2012,20.913462,1,1,28
2012,26.325962,1,0,34
2012,22.596153,1,1,32
2012,5.7692308,0,1,31
2012,28.846153,1,0,27
2012,14.423077,0,0,25
2012,15.384615,0,0,25
2012,28.418804,1,0,31
2012,13.702885,1,0,28
2012,10.096154,1,1,31
2012,29.807692,1,1,34
2012,15.384615,1,0,32
2012,13.942307,1,1,26
2012,18.85445,0,0,33
2012,28.044872,1,0,34
2012,20.192308,1,1,31
2012,19.23077,1,0,31
2012,5.7692308,0,0,29
2012,19.23077,1,1,34
2012,13.986014,1,1,27
2012,48.076923,1,0,28
2012,16.826923,0,0,32
2012,2.8846154,1,1,27
2012,16.346153,1,1,29
2012,7.6923075,0,1,29
2012,14.326923,1,0,30
2012,9.6153851,0,0,25
2012,20.673077,0,1,30
2012,14.423077,0,0,32
2012,11.538462,1,1,26
2012,16.826923,1,0,27
2012,50,1,0,31
2012,16.346153,1,0,33
2012,20.94017,1,0,29
2012,33.653847,1,0,33
2012,26.442308,1,0,25
2012,26.709402,1,1,27
2012,21.367521,1,0,28
2012,14.423077,1,1,30
2012,9.6153851,0,0,30
2012,19.23077,0,1,34
2012,7.1678324,0,1,27
2012,16.15,1,0,31
2012,20.673077,1,1,34
2012,6.25,0,0,27
2012,59.82906,1,0,34
2012,42.735043,1,1,34
2012,36.057693,1,0,33
2012,36.057693,1,1,31
2012,12.5,0,0,25
2012,13.942307,1,1,30
2012,20.817308,1,0,32
2012,9.2557688,0,1,34
2012,19.23077,1,1,26
2012,15.734265,1,0,27
2012,27.403847,1,1,34
2012,29.05983,1,1,31
2012,14.835165,1,0,28
2012,14.423077,0,0,26
2012,24,1,1,25
2012,23.557692,1,0,32
2012,16.347115,0,1,31
2012,27.884615,1,1,26
2012,19.23077,0,1,31
2012,11.057693,0,0,29
2012,10.096154,0,1,27
2012,8.7912092,0,0,31
2012,9.4339619,0,0,27
2012,11.057693,0,1,30
2012,9.6153851,0,0,31
2012,24.038462,0,0,34
2012,9.9358978,0,0,28
2012,8.6538458,0,1,32
2012,10.769231,0,1,31
2012,13.846154,0,0,32
2012,5.7692308,0,1,29
2012,21.634615,0,0,29
2012,12.019231,1,0,28
2012,7.9670329,0,0,28
2012,29.807692,1,0,25
2012,13.461538,0,0,30
2012,10.897436,1,1,28
2012,15,1,0,34
2012,8.7912092,0,1,30
2012,12.820513,0,0,27
2012,26.098902,0,0,30
2012,19.23077,0,1,26
2012,19.23077,0,0,26
2012,19.807692,1,0,31
2012,16.239317,1,1,29
2012,26.923077,1,0,33
2012,28.846153,0,0,32
2012,13.186813,0,1,31
2012,42.582417,1,0,33
2012,28.076923,1,0,33
2012,21.568628,1,0,34
2012,24.300699,1,1,34
2012,13.461538,1,0,32
2012,12.5,1,1,34
2012,21.153847,1,0,28
2012,33.653847,1,1,28
2012,24.038462,1,1,29
2012,26.442308,1,0,25
2012,20.673077,0,0,33
2012,24.29829,1,0,34
2012,17.308655,0,0,30
2012,27.884615,1,0,26
2012,24.038462,1,1,26
2012,17.307692,1,1,27
2012,21.153847,1,0,32
2012,36.057693,1,1,34
2012,14.615385,1,0,30
2012,17.094017,1,0,27
2012,16.73077,1,0,25
2012,16.02564,1,1,27
2012,10.576923,0,0,27
2012,2.1367521,0,0,31
2012,7.6926036,0,0,30
2012,74.519234,1,0,33
2012,16.826923,1,0,31
2012,9.2307692,0,0,33
2012,40.865383,1,1,31
2012,24.038462,0,1,30
2012,22.115385,1,0,34
2012,26.442308,1,1,34
2012,20.192308,1,1,31
2012,32.417583,0,0,28
2012,19.23077,1,0,29
2012,20.673077,1,1,31
2012,16.826923,1,0,27
2012,9.89011,0,1,26
2012,15.865385,1,0,26
2012,8.4134617,1,1,34
2012,21.634615,1,1,26
2012,9.3356647,0,0,31
2012,9.2657347,1,0,30
2012,11.538462,1,1,30
2012,13.942307,1,1,34
2012,16.346153,0,0,33
2012,40.954414,1,0,33
2012,31.538462,1,1,33
2012,21.153847,1,1,33
2012,10.13986,0,0,32
2012,15.384615,1,1,30
2012,7.5741758,1,1,32
2012,3.633173,0,1,25
2012,14.903846,1,1,34
2012,19.23077,0,0,25
2012,12.820513,1,0,33
2012,17.788462,0,1,31
2012,26.226068,1,0,33
2012,28.359135,1,0,29
2012,11.538462,0,1,33
2012,20.979021,1,0,31
2012,28.846153,1,1,26
2012,15.384615,1,1,28
2012,15.384615,1,1,31
2012,13.461538,1,0,33
2012,18.461538,0,0,32
2012,28.846153,0,0,26
2012,9.6153851,0,1,26
2012,6.4102564,0,0,32
2012,13.736263,0,1,28
2012,13.461538,1,1,31
2012,20.192308,1,0,29
2012,6.8047338,0,0,28
2012,18.75,0,0,30
2012,18.75,0,1,29
2012,15.59829,0,0,29
