sex,age,mrd,educ,cworker,region,race,earnings,height,weight,occupation
1:male,60,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,70,180,4
1:male,47,3:Divorced,15,1:Private company,4:West,non-hispanic white,28560.387,66,160,4
1:male,42,3:Divorced,14,1:Private company,3:South,non-hispanic white,11953.455,73,210,4
1:male,33,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,38925.336,71,190,4
1:male,28,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,70,175,4
1:male,32,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,74,205,4
1:male,42,"1:Married, sps in hh",16,5:Incorporated bus,1:Northeast,non-hispanic white,38925.336,67,150,4
1:male,44,"1:Married, sps in hh",15,1:Private company,3:South,hispanic,84054.75,67,210,4
1:male,30,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,38925.336,72,150,4
1:male,42,"1:Married, sps in hh",15,6:Self-employed,3:South,non-hispanic white,84054.75,75,260,4
1:male,35,"1:Married, sps in hh",17,1:Private company,3:South,non-hispanic white,28560.387,68,155,4
1:male,27,6:Never Married,12,1:Private company,2:Midwest,non-hispanic white,28560.387,72,185,4
1:male,48,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,44152.16,73,230,4
1:male,32,"1:Married, sps in hh",17,1:Private company,4:West,hispanic,49430.109,72,160,4
1:male,38,"1:Married, sps in hh",14,1:Private company,4:West,hispanic,44152.16,67,150,4
1:male,44,"1:Married, sps in hh",11,6:Self-employed,2:Midwest,non-hispanic white,84054.75,71,200,4
1:male,30,3:Divorced,12,6:Self-employed,3:South,non-hispanic white,28560.387,74,235,4
1:male,40,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,44152.16,71,200,4
1:male,54,"1:Married, sps in hh",12,6:Self-employed,1:Northeast,non-hispanic white,20305.51,70,173,4
1:male,31,6:Never Married,13,1:Private company,2:Midwest,non-hispanic white,28560.387,71,190,4
1:male,51,5:Separated,12,1:Private company,3:South,non-hispanic white,12954.766,62,100,4
1:male,39,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,38925.336,74,235,4
1:male,30,3:Divorced,16,6:Self-employed,4:West,non-hispanic white,84054.75,73,160,4
1:male,56,"1:Married, sps in hh",12,6:Self-employed,4:West,non-hispanic white,28560.387,68,204,4
1:male,56,3:Divorced,18,6:Self-employed,1:Northeast,non-hispanic white,33712.969,73,195,4
1:male,25,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,17171.264,71,155,4
1:male,37,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,70,501,4
1:male,44,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,71,180,4
1:male,25,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic black,33712.969,76,217,4
1:male,25,6:Never Married,16,1:Private company,4:West,non-hispanic white,23362.873,71,170,4
1:male,30,6:Never Married,14,1:Private company,3:South,non-hispanic white,8826.6514,75,170,4
1:male,42,"1:Married, sps in hh",18,1:Private company,4:West,other,28560.387,72,185,4
1:male,37,"1:Married, sps in hh",15,1:Private company,4:West,non-hispanic white,84054.75,71,195,4
1:male,36,"1:Married, sps in hh",14,5:Incorporated bus,4:West,non-hispanic white,84054.75,74,240,4
1:male,47,3:Divorced,16,1:Private company,4:West,non-hispanic white,84054.75,70,220,4
1:male,59,"1:Married, sps in hh",13,1:Private company,2:Midwest,non-hispanic white,49430.109,72,200,4
1:male,52,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,84054.75,68,185,4
1:male,58,3:Divorced,17,1:Private company,2:Midwest,non-hispanic white,44152.16,71,170,4
1:male,25,"1:Married, sps in hh",13,6:Self-employed,3:South,non-hispanic white,16081.588,69,190,4
1:male,26,6:Never Married,16,1:Private company,1:Northeast,non-hispanic white,84054.75,72,204,4
1:male,43,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,84054.75,71,170,4
1:male,47,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,44152.16,68,165,4
1:male,36,"1:Married, sps in hh",12,1:Private company,4:West,non-hispanic white,49430.109,66,175,4
1:male,48,"1:Married, sps in hh",18,1:Private company,3:South,other,38925.336,66,150,4
1:male,55,"2:Married, sps not in hh",16,1:Private company,3:South,non-hispanic white,38925.336,72,200,4
1:male,58,"1:Married, sps in hh",14,5:Incorporated bus,3:South,non-hispanic white,84054.75,72,190,4
1:male,36,6:Never Married,16,6:Self-employed,4:West,non-hispanic white,19237.195,74,205,4
1:male,25,"1:Married, sps in hh",13,1:Private company,3:South,hispanic,17171.264,69,145,4
1:male,58,"1:Married, sps in hh",12,5:Incorporated bus,2:Midwest,non-hispanic white,49430.109,73,230,4
1:male,40,6:Never Married,12,1:Private company,4:West,non-hispanic white,23362.873,72,190,4
1:male,48,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,76,220,4
1:male,47,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,84054.75,76,260,4
1:male,30,3:Divorced,12,1:Private company,2:Midwest,hispanic,33712.969,67,165,4
1:male,52,3:Divorced,12,1:Private company,4:West,non-hispanic white,84054.75,70,180,4
1:male,43,3:Divorced,16,1:Private company,3:South,non-hispanic white,84054.75,71,200,4
1:male,57,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,84054.75,68,150,4
1:male,42,3:Divorced,16,1:Private company,3:South,non-hispanic white,84054.75,72,215,4
1:male,57,"1:Married, sps in hh",13,1:Private company,4:West,non-hispanic white,84054.75,66,230,4
1:male,59,"1:Married, sps in hh",12,3:State Govt emp,2:Midwest,non-hispanic white,20305.51,69,190,4
1:male,59,6:Never Married,12,6:Self-employed,4:West,non-hispanic white,6711.2876,70,163,4
1:male,43,"1:Married, sps in hh",12,5:Incorporated bus,2:Midwest,non-hispanic white,38925.336,72,208,4
1:male,26,6:Never Married,9,1:Private company,3:South,non-hispanic white,23362.873,72,200,4
1:male,39,3:Divorced,9,6:Self-employed,2:Midwest,non-hispanic white,12954.766,60,180,4
1:male,32,3:Divorced,13,1:Private company,3:South,non-hispanic white,20305.51,72,252,4
1:male,25,6:Never Married,15,1:Private company,1:Northeast,other,28560.387,69,175,4
1:male,48,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic black,84054.75,79,275,4
1:male,31,"1:Married, sps in hh",11,1:Private company,3:South,other,23362.873,75,200,4
1:male,37,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,33712.969,75,235,4
1:male,33,"2:Married, sps not in hh",14,1:Private company,3:South,non-hispanic black,33712.969,67,150,4
1:male,52,3:Divorced,14,1:Private company,2:Midwest,non-hispanic white,38925.336,72,225,4
1:male,25,6:Never Married,16,1:Private company,3:South,non-hispanic white,49430.109,70,185,4
1:male,52,3:Divorced,16,1:Private company,1:Northeast,non-hispanic white,84054.75,70,160,4
1:male,49,"1:Married, sps in hh",18,1:Private company,4:West,non-hispanic white,84054.75,70,165,4
1:male,41,6:Never Married,14,6:Self-employed,3:South,non-hispanic white,6711.2876,72,180,4
1:male,25,6:Never Married,18,6:Self-employed,4:West,other,44152.16,68,215,4
1:male,27,"1:Married, sps in hh",13,1:Private company,2:Midwest,non-hispanic white,33712.969,70,188,4
1:male,31,6:Never Married,16,1:Private company,2:Midwest,non-hispanic white,28560.387,66,130,4
1:male,37,"1:Married, sps in hh",13,1:Private company,4:West,non-hispanic white,44152.16,70,150,4
1:male,37,"1:Married, sps in hh",9,1:Private company,1:Northeast,non-hispanic white,16081.588,76,240,4
1:male,36,"1:Married, sps in hh",12,1:Private company,4:West,non-hispanic white,44152.16,72,190,4
1:male,34,"1:Married, sps in hh",14,5:Incorporated bus,2:Midwest,non-hispanic white,84054.75,69,200,4
1:male,48,3:Divorced,16,6:Self-employed,4:West,non-hispanic white,84054.75,73,236,4
1:male,34,6:Never Married,12,1:Private company,4:West,other,12954.766,72,205,4
1:male,27,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,28560.387,67,137,4
1:male,49,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,23362.873,68,160,4
1:male,64,"1:Married, sps in hh",16,6:Self-employed,3:South,non-hispanic white,84054.75,71,198,4
1:male,31,6:Never Married,17,1:Private company,2:Midwest,non-hispanic white,23362.873,73,175,4
1:male,56,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,49430.109,74,225,4
1:male,34,3:Divorced,14,1:Private company,2:Midwest,non-hispanic white,33712.969,74,185,4
1:male,29,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,23362.873,73,190,4
1:male,42,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,44152.16,72,230,4
1:male,37,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic white,49430.109,72,215,4
1:male,44,"1:Married, sps in hh",12,6:Self-employed,2:Midwest,non-hispanic white,84054.75,72,205,4
1:male,38,6:Never Married,14,1:Private company,4:West,non-hispanic white,23362.873,72,190,4
1:male,35,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,38925.336,74,269,4
1:male,56,"1:Married, sps in hh",12,5:Incorporated bus,1:Northeast,non-hispanic white,44152.16,66,185,4
1:male,39,3:Divorced,16,5:Incorporated bus,2:Midwest,non-hispanic white,33712.969,70,180,4
1:male,36,6:Never Married,14,1:Private company,1:Northeast,non-hispanic white,84054.75,74,189,4
1:male,41,"1:Married, sps in hh",16,6:Self-employed,1:Northeast,non-hispanic white,84054.75,74,180,4
1:male,50,3:Divorced,16,1:Private company,3:South,non-hispanic white,33712.969,67,150,4
1:male,45,"1:Married, sps in hh",14,6:Self-employed,3:South,other,84054.75,67,143,4
1:male,33,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,38925.336,72,220,4
1:male,34,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,71,180,4
1:male,38,"1:Married, sps in hh",18,6:Self-employed,3:South,non-hispanic white,20305.51,74,180,4
1:male,48,3:Divorced,17,1:Private company,1:Northeast,non-hispanic white,38925.336,72,200,4
1:male,53,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,84054.75,72,188,4
1:male,36,"1:Married, sps in hh",16,6:Self-employed,2:Midwest,non-hispanic white,38925.336,74,218,4
1:male,32,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,69,215,4
1:male,42,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,49430.109,71,225,4
1:male,58,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,84054.75,71,214,4
1:male,28,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,33712.969,71,180,4
1:male,49,"1:Married, sps in hh",16,1:Private company,2:Midwest,hispanic,49430.109,72,200,4
1:male,38,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,84054.75,70,160,4
1:male,39,6:Never Married,12,1:Private company,3:South,non-hispanic white,28560.387,70,160,4
1:male,34,6:Never Married,16,1:Private company,1:Northeast,non-hispanic white,23362.873,62,168,4
1:male,35,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,33712.969,70,265,4
1:male,31,3:Divorced,12,1:Private company,3:South,hispanic,15081.976,70,180,4
1:male,60,"1:Married, sps in hh",10,6:Self-employed,4:West,non-hispanic white,28560.387,71,225,4
1:male,52,"1:Married, sps in hh",12,5:Incorporated bus,2:Midwest,non-hispanic white,84054.75,69,180,4
1:male,60,3:Divorced,12,1:Private company,2:Midwest,non-hispanic white,33712.969,73,240,4
1:male,48,"1:Married, sps in hh",14,1:Private company,1:Northeast,non-hispanic white,84054.75,70,190,4
1:male,46,"1:Married, sps in hh",12,6:Self-employed,1:Northeast,non-hispanic white,84054.75,73,185,4
1:male,56,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,69,135,4
1:male,52,"1:Married, sps in hh",18,6:Self-employed,4:West,non-hispanic white,84054.75,72,180,4
1:male,27,3:Divorced,16,1:Private company,3:South,hispanic,84054.75,71,140,4
1:male,35,6:Never Married,16,6:Self-employed,1:Northeast,non-hispanic white,38925.336,72,165,4
1:male,25,6:Never Married,14,1:Private company,2:Midwest,hispanic,10865.429,71,230,4
1:male,42,"1:Married, sps in hh",18,6:Self-employed,4:West,non-hispanic white,84054.75,70,200,4
1:male,41,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,19237.195,71,175,4
1:male,57,"1:Married, sps in hh",12,6:Self-employed,1:Northeast,non-hispanic white,84054.75,69,180,4
1:male,57,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,84054.75,70,200,4
1:male,35,6:Never Married,13,6:Self-employed,3:South,non-hispanic white,28560.387,67,160,4
1:male,49,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,84054.75,75,220,4
1:male,53,"1:Married, sps in hh",15,6:Self-employed,3:South,non-hispanic white,84054.75,71,170,4
1:male,39,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,84054.75,66,150,4
1:male,26,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,28560.387,74,260,4
1:male,36,6:Never Married,18,1:Private company,4:West,non-hispanic white,49430.109,72,185,4
1:male,30,"1:Married, sps in hh",10,1:Private company,4:West,non-hispanic white,33712.969,67,155,4
1:male,31,"1:Married, sps in hh",12,6:Self-employed,2:Midwest,non-hispanic white,33712.969,73,140,4
1:male,36,6:Never Married,19,1:Private company,3:South,non-hispanic white,84054.75,67,158,4
1:male,36,"1:Married, sps in hh",17,1:Private company,3:South,other,33712.969,65,125,4
1:male,45,6:Never Married,16,1:Private company,4:West,non-hispanic white,19237.195,73,250,4
1:male,61,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,84054.75,72,195,4
1:male,40,"2:Married, sps not in hh",17,1:Private company,3:South,non-hispanic white,23362.873,70,170,4
1:male,40,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,68,180,4
1:male,31,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,44152.16,76,220,4
1:male,60,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,72,170,4
1:male,40,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic black,38925.336,66,135,4
1:male,60,6:Never Married,14,1:Private company,4:West,non-hispanic white,28560.387,72,198,4
1:male,48,"1:Married, sps in hh",11,1:Private company,1:Northeast,non-hispanic white,84054.75,68,197,4
1:male,60,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,17171.264,71,220,4
1:male,37,"1:Married, sps in hh",15,1:Private company,4:West,hispanic,84054.75,71,202,4
1:male,33,"1:Married, sps in hh",14,1:Private company,4:West,non-hispanic white,84054.75,69,190,4
1:male,46,6:Never Married,18,1:Private company,1:Northeast,non-hispanic white,38925.336,73,200,4
1:male,40,6:Never Married,16,1:Private company,4:West,non-hispanic white,38925.336,71,178,4
1:male,46,3:Divorced,14,1:Private company,4:West,non-hispanic white,84054.75,68,180,4
1:male,38,6:Never Married,16,6:Self-employed,4:West,non-hispanic black,84054.75,69,165,4
1:male,48,3:Divorced,14,1:Private company,2:Midwest,non-hispanic white,84054.75,73,275,4
1:male,54,"1:Married, sps in hh",14,1:Private company,1:Northeast,hispanic,84054.75,69,165,4
1:male,26,6:Never Married,16,1:Private company,2:Midwest,non-hispanic white,33712.969,74,230,4
1:male,43,"1:Married, sps in hh",3,1:Private company,2:Midwest,hispanic,7782.854,67,170,4
1:male,42,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic white,49430.109,67,220,4
1:male,46,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,44152.16,70,230,4
1:male,40,6:Never Married,17,1:Private company,3:South,non-hispanic white,84054.75,71,220,4
1:male,37,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,33712.969,70,185,4
1:male,26,6:Never Married,12,6:Self-employed,1:Northeast,non-hispanic white,44152.16,70,160,4
1:male,48,"1:Married, sps in hh",16,6:Self-employed,3:South,non-hispanic white,84054.75,72,175,4
1:male,45,"1:Married, sps in hh",15,5:Incorporated bus,2:Midwest,non-hispanic white,84054.75,72,210,4
1:male,35,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,70,170,4
1:male,37,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,70,165,4
1:male,40,3:Divorced,16,1:Private company,3:South,non-hispanic white,84054.75,71,145,4
1:male,47,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,70,160,4
1:male,34,6:Never Married,12,1:Private company,1:Northeast,non-hispanic white,23362.873,71,230,4
1:male,55,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic white,84054.75,65,153,4
1:male,27,6:Never Married,16,1:Private company,4:West,non-hispanic white,38925.336,69,200,4
1:male,52,3:Divorced,13,1:Private company,2:Midwest,non-hispanic white,38925.336,68,190,4
1:male,58,"1:Married, sps in hh",12,6:Self-employed,2:Midwest,non-hispanic white,49430.109,69,165,4
1:male,60,"1:Married, sps in hh",11,1:Private company,1:Northeast,non-hispanic white,84054.75,70,162,4
1:male,49,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,84054.75,66,160,4
1:male,51,"1:Married, sps in hh",15,3:State Govt emp,4:West,hispanic,84054.75,64,160,4
1:male,49,3:Divorced,12,1:Private company,1:Northeast,non-hispanic white,84054.75,69,150,4
1:male,44,"1:Married, sps in hh",14,2:Fed Govt emp,4:West,hispanic,84054.75,70,230,4
1:male,33,6:Never Married,14,1:Private company,2:Midwest,non-hispanic white,44152.16,72,162,4
1:male,46,"1:Married, sps in hh",12,6:Self-employed,3:South,non-hispanic white,84054.75,66,185,4
1:male,56,3:Divorced,11,6:Self-employed,4:West,non-hispanic white,18168.842,70,175,4
1:male,40,"2:Married, sps not in hh",12,1:Private company,2:Midwest,non-hispanic white,12954.766,65,200,4
1:male,33,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,76,205,4
1:male,43,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,49430.109,70,195,4
1:male,42,"1:Married, sps in hh",13,6:Self-employed,1:Northeast,other,49430.109,67,143,4
1:male,30,6:Never Married,16,1:Private company,2:Midwest,non-hispanic white,44152.16,68,145,4
1:male,39,"1:Married, sps in hh",14,5:Incorporated bus,1:Northeast,non-hispanic white,84054.75,72,195,4
1:male,32,"1:Married, sps in hh",14,1:Private company,3:South,non-hispanic white,33712.969,72,200,4
1:male,61,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,70,189,4
1:male,28,3:Divorced,16,1:Private company,3:South,non-hispanic white,28560.387,75,215,4
1:male,27,6:Never Married,15,1:Private company,4:West,non-hispanic white,38925.336,71,155,4
1:male,35,"1:Married, sps in hh",14,5:Incorporated bus,3:South,non-hispanic white,84054.75,74,185,4
1:male,58,"1:Married, sps in hh",16,6:Self-employed,2:Midwest,non-hispanic white,23362.873,67,167,4
1:male,40,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,84054.75,75,240,4
1:male,25,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,68,165,4
1:male,38,"1:Married, sps in hh",12,1:Private company,4:West,non-hispanic white,38925.336,69,186,4
1:male,27,6:Never Married,16,1:Private company,1:Northeast,non-hispanic white,44152.16,71,200,4
1:male,33,6:Never Married,15,1:Private company,2:Midwest,non-hispanic white,38925.336,70,205,4
1:male,26,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,33712.969,68,140,4
1:male,29,"2:Married, sps not in hh",12,1:Private company,3:South,non-hispanic black,14021.395,66,137,4
1:male,48,"1:Married, sps in hh",16,5:Incorporated bus,3:South,hispanic,38925.336,67,170,4
1:male,25,6:Never Married,16,1:Private company,4:West,non-hispanic white,28560.387,72,170,4
1:male,32,3:Divorced,14,1:Private company,3:South,non-hispanic white,49430.109,74,170,4
1:male,29,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,49430.109,74,180,4
1:male,35,"1:Married, sps in hh",16,6:Self-employed,4:West,non-hispanic white,84054.75,72,155,4
1:male,44,"1:Married, sps in hh",14,5:Incorporated bus,4:West,hispanic,44152.16,66,160,4
1:male,61,"1:Married, sps in hh",12,1:Private company,3:South,non-hispanic white,84054.75,71,210,4
1:male,27,6:Never Married,14,1:Private company,4:West,non-hispanic black,20305.51,69,185,4
1:male,31,6:Never Married,13,1:Private company,4:West,non-hispanic white,33712.969,68,155,4
1:male,51,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic black,84054.75,70,168,4
1:male,32,5:Separated,17,1:Private company,3:South,non-hispanic white,84054.75,69,170,4
1:male,25,"1:Married, sps in hh",13,1:Private company,4:West,non-hispanic white,20305.51,74,175,4
1:male,38,3:Divorced,12,1:Private company,3:South,non-hispanic white,17171.264,72,155,4
1:male,33,"1:Married, sps in hh",13,1:Private company,4:West,hispanic,20305.51,70,185,4
1:male,41,"1:Married, sps in hh",13,1:Private company,3:South,hispanic,84054.75,70,160,4
1:male,47,"1:Married, sps in hh",13,1:Private company,4:West,hispanic,84054.75,72,235,4
1:male,52,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic white,84054.75,73,180,4
1:male,58,"1:Married, sps in hh",16,5:Incorporated bus,3:South,non-hispanic white,84054.75,70,180,4
1:male,59,"1:Married, sps in hh",17,5:Incorporated bus,3:South,non-hispanic white,84054.75,70,180,4
1:male,27,6:Never Married,17,1:Private company,3:South,non-hispanic white,38925.336,69,180,4
1:male,27,"1:Married, sps in hh",13,1:Private company,2:Midwest,non-hispanic white,84054.75,66,190,4
1:male,36,3:Divorced,15,1:Private company,3:South,non-hispanic white,84054.75,69,185,4
1:male,40,"1:Married, sps in hh",16,6:Self-employed,3:South,non-hispanic white,28560.387,71,180,4
1:male,34,5:Separated,12,1:Private company,1:Northeast,non-hispanic white,84054.75,69,149,4
1:male,33,"1:Married, sps in hh",12,1:Private company,4:West,non-hispanic white,84054.75,72,175,4
1:male,43,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,44152.16,68,178,4
1:male,55,"1:Married, sps in hh",8,1:Private company,3:South,non-hispanic white,28560.387,68,175,4
1:male,36,"1:Married, sps in hh",16,5:Incorporated bus,3:South,non-hispanic white,84054.75,74,275,4
1:male,45,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,84054.75,70,163,4
1:male,44,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,49430.109,70,200,4
1:male,33,"1:Married, sps in hh",11,1:Private company,1:Northeast,other,38925.336,70,145,4
1:male,51,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,71,210,4
1:male,45,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,72,220,4
1:male,49,"1:Married, sps in hh",12,5:Incorporated bus,3:South,non-hispanic white,84054.75,69,220,4
1:male,44,"1:Married, sps in hh",12,1:Private company,3:South,hispanic,84054.75,66,200,4
1:male,26,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,44152.16,71,210,4
1:male,43,"1:Married, sps in hh",15,1:Private company,2:Midwest,non-hispanic white,84054.75,68,160,4
1:male,52,"1:Married, sps in hh",18,6:Self-employed,1:Northeast,non-hispanic white,84054.75,75,240,4
1:male,25,6:Never Married,12,1:Private company,1:Northeast,non-hispanic white,23362.873,72,198,4
1:male,61,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,73,185,4
1:male,29,"1:Married, sps in hh",15,1:Private company,4:West,non-hispanic black,28560.387,76,270,4
1:male,27,"1:Married, sps in hh",15,1:Private company,3:South,non-hispanic white,28560.387,69,190,4
1:male,42,5:Separated,12,4:Local Govt emp,3:South,non-hispanic white,33712.969,71,145,4
1:male,57,3:Divorced,12,6:Self-employed,4:West,non-hispanic white,15081.976,67,175,4
1:male,46,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,68,170,4
1:male,42,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,84054.75,72,268,4
1:male,45,"1:Married, sps in hh",12,1:Private company,1:Northeast,non-hispanic white,44152.16,66,150,4
1:male,31,"1:Married, sps in hh",14,1:Private company,2:Midwest,non-hispanic white,84054.75,67,160,4
1:male,49,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,67,155,4
1:male,34,"1:Married, sps in hh",16,1:Private company,4:West,non-hispanic white,44152.16,74,185,4
1:male,31,"1:Married, sps in hh",14,5:Incorporated bus,2:Midwest,non-hispanic white,38925.336,71,175,4
1:male,27,"1:Married, sps in hh",14,1:Private company,2:Midwest,other,16081.588,64,138,4
1:male,50,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,70,180,4
1:male,54,"1:Married, sps in hh",18,1:Private company,3:South,non-hispanic white,84054.75,74,175,4
1:male,43,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,69,210,4
1:male,46,3:Widowed,16,6:Self-employed,4:West,hispanic,49430.109,72,155,4
1:male,55,"1:Married, sps in hh",16,1:Private company,2:Midwest,non-hispanic white,49430.109,70,220,4
1:male,45,"1:Married, sps in hh",16,5:Incorporated bus,3:South,non-hispanic white,84054.75,74,208,4
1:male,34,"1:Married, sps in hh",16,1:Private company,1:Northeast,non-hispanic white,38925.336,74,210,4
1:male,36,6:Never Married,12,6:Self-employed,4:West,hispanic,15081.976,68,140,4
1:male,27,6:Never Married,14,1:Private company,3:South,non-hispanic black,23362.873,69,190,4
1:male,34,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,84054.75,67,150,4
1:male,28,6:Never Married,16,5:Incorporated bus,3:South,non-hispanic white,84054.75,68,180,4
1:male,49,"1:Married, sps in hh",18,1:Private company,2:Midwest,non-hispanic white,84054.75,67,175,4
1:male,41,"1:Married, sps in hh",18,1:Private company,1:Northeast,non-hispanic white,23362.873,73,185,4
1:male,25,3:Divorced,14,5:Incorporated bus,4:West,non-hispanic white,84054.75,74,190,4
1:male,25,6:Never Married,17,1:Private company,1:Northeast,non-hispanic white,44152.16,66,155,4
1:male,33,3:Divorced,12,1:Private company,3:South,non-hispanic white,28560.387,69,175,4
1:male,47,3:Divorced,10,1:Private company,3:South,non-hispanic white,23362.873,70,160,4
1:male,55,"1:Married, sps in hh",11,5:Incorporated bus,3:South,non-hispanic white,84054.75,72,170,4
1:male,35,"1:Married, sps in hh",12,6:Self-employed,4:West,non-hispanic white,33712.969,71,185,4
1:male,60,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,68,204,4
1:male,26,6:Never Married,14,5:Incorporated bus,4:West,non-hispanic white,44152.16,73,160,4
1:male,37,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,33712.969,72,235,4
1:male,40,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,28560.387,74,280,4
1:male,50,"1:Married, sps in hh",13,1:Private company,4:West,non-hispanic white,84054.75,70,210,4
1:male,49,"1:Married, sps in hh",12,1:Private company,2:Midwest,non-hispanic white,84054.75,65,183,4
1:male,44,"1:Married, sps in hh",13,1:Private company,1:Northeast,non-hispanic white,33712.969,69,220,4
1:male,50,3:Widowed,12,6:Self-employed,2:Midwest,non-hispanic white,49430.109,70,165,4
1:male,43,"1:Married, sps in hh",16,1:Private company,3:South,non-hispanic white,84054.75,70,174,4
1:male,43,"1:Married, sps in hh",13,1:Private company,3:South,non-hispanic white,84054.75,71,225,4
